Employee_ID,Age,Gender,Country,Job_Role,Experience_Years,Company_Size,Work_Hours_Per_Day,Meetings_Per_Day,Internet_Speed_Mbps,Work_Environment,Sleep_Hours,Exercise_Hours_Per_Week,Screen_Time_Hours,Stress_Level,Productivity_Score,Burnout_Risk
26897,50,Other,Germany,Designer,11,Medium,4.4,1,140.2,Home,9.0,3.0,8.1,High,94,No
26898,44,Female,India,Marketing,17,Small,8.5,1,62.3,Hybrid,6.0,1.9,12.4,High,75,No
26899,42,Other,Japan,Software Developer,19,Small,7.0,3,94.6,Home,5.2,2.1,5.6,Medium,68,No
26900,49,Other,USA,Marketing,2,Small,8.1,3,76.0,Coworking,4.1,3.5,5.8,High,65,No
26901,44,Male,USA,Software Engineer,1,Large,8.6,7,55.9,Office,6.2,1.9,9.2,High,58,Yes
26902,48,Other,USA,Software Engineer,17,Medium,4.4,5,45.4,Office,5.0,2.4,8.0,High,46,Yes
26903,53,Female,Canada,HR,18,MNC,5.5,7,97.4,Office,5.8,4.4,11.8,Low,56,Yes
26904,43,Female,Canada,Software Engineer,12,Small,10.0,0,147.0,Home,6.4,1.8,10.6,Low,99,No
26905,32,Male,Canada,Data Scientist,3,MNC,5.9,0,49.8,Home,4.2,1.8,5.3,Medium,60,No
26906,42,Female,Australia,Manager,15,Medium,7.7,5,21.1,Hybrid,7.8,0.4,13.4,Low,59,Yes
26907,36,Other,USA,Software Engineer,0,MNC,6.4,6,135.6,Home,4.6,4.9,5.1,Medium,70,No
26908,43,Male,China,Designer,11,Small,5.9,5,20.3,Hybrid,6.8,0.1,10.9,Medium,45,Yes
26909,50,Other,Canada,Data Scientist,7,Medium,9.6,3,116.1,Coworking,8.3,2.6,12.6,Medium,100,No
26910,34,Male,South Korea,Data Scientist,8,Large,8.9,3,195.0,Home,6.9,4.3,10.0,Low,100,No
26911,50,Male,South Korea,Designer,1,MNC,7.9,0,119.7,Home,5.3,4.9,7.2,High,92,No
26912,53,Male,USA,Data Scientist,1,Large,10.0,0,121.1,Hybrid,8.6,3.2,10.1,High,100,No
26913,31,Male,UK,HR,3,Large,9.6,1,137.5,Office,5.6,0.1,8.4,High,77,No
26914,38,Female,Germany,Designer,11,Small,8.1,7,110.4,Home,7.4,2.6,11.6,Medium,74,No
26915,45,Male,Canada,HR,21,Large,9.6,6,126.5,Home,8.4,5.9,10.6,High,100,No
26916,38,Female,USA,Designer,11,Large,4.0,5,28.4,Home,6.1,5.7,5.1,High,63,No
26917,22,Female,South Korea,Marketing,1,Small,8.8,2,19.2,Coworking,6.7,3.4,9.4,High,87,No
26918,29,Other,South Korea,Data Scientist,7,Medium,8.2,0,184.4,Home,4.3,3.3,13.3,Medium,79,No
26919,40,Male,Germany,Marketing,18,Small,5.4,7,117.2,Hybrid,5.8,0.9,11.4,High,38,Yes
26920,48,Male,Canada,Software Developer,21,Medium,5.4,1,14.2,Coworking,5.8,0.5,7.9,High,45,Yes
26921,46,Male,UK,Software Developer,1,Small,8.9,1,14.1,Home,4.8,3.1,12.8,Medium,58,Yes
26922,37,Other,China,HR,9,Large,8.9,2,37.6,Home,9.0,0.9,13.9,Medium,87,No
26923,30,Female,USA,Manager,0,Large,7.2,0,50.3,Coworking,8.5,2.6,9.7,Low,91,No
26924,52,Female,South Korea,Data Scientist,17,Large,4.8,5,123.9,Hybrid,5.1,5.7,5.1,Low,72,No
26925,44,Female,Australia,Marketing,17,Small,4.0,4,164.3,Coworking,5.9,0.3,6.8,High,49,Yes
26926,40,Female,Germany,HR,8,Medium,7.9,2,165.7,Hybrid,4.6,1.4,9.9,Low,63,No
26927,39,Female,South Korea,Marketing,1,MNC,6.2,5,70.8,Home,8.7,3.0,8.4,Low,91,No
26928,29,Other,South Korea,Data Scientist,6,Small,6.4,5,136.1,Hybrid,7.0,1.7,12.7,Medium,66,No
26929,35,Male,Japan,Data Scientist,10,Medium,9.4,1,144.1,Coworking,9.0,5.6,6.6,Medium,100,No
26930,32,Other,India,Software Developer,7,Medium,8.1,5,150.8,Coworking,4.3,4.0,10.1,Low,61,No
26931,42,Male,UK,Software Developer,9,Medium,4.3,7,31.4,Coworking,6.1,5.8,13.8,High,53,Yes
26932,47,Female,Germany,Data Scientist,14,Medium,9.7,4,163.1,Hybrid,8.1,0.3,11.7,High,88,No
26933,29,Other,India,Marketing,7,Medium,9.5,1,199.6,Office,5.5,5.3,9.2,High,100,No
26934,35,Other,South Korea,HR,7,MNC,5.3,1,121.6,Home,6.7,4.1,11.9,Low,76,No
26935,44,Other,Germany,Data Analyst,13,Medium,5.3,6,102.9,Office,8.2,0.7,11.3,Medium,59,Yes
26936,25,Other,UK,Manager,3,Large,9.4,5,131.1,Home,7.4,5.1,7.1,High,100,No
26937,47,Other,Australia,Marketing,11,Medium,4.8,5,38.0,Home,6.2,4.1,6.6,Medium,54,Yes
26938,48,Female,USA,Data Analyst,10,Small,7.0,7,110.3,Hybrid,4.2,3.3,11.8,Low,44,Yes
26939,35,Female,Canada,Software Developer,7,Medium,9.3,1,48.6,Home,4.4,4.5,11.7,Medium,73,No
26940,36,Other,China,Data Scientist,8,Large,6.6,3,25.2,Hybrid,8.6,5.6,12.3,Medium,88,No
26941,24,Female,Canada,HR,1,MNC,4.2,0,95.8,Home,4.9,1.5,9.9,Low,55,Yes
26942,29,Male,Japan,Designer,1,Small,9.0,0,131.4,Hybrid,4.7,4.9,11.5,Medium,88,No
26943,46,Female,South Korea,HR,8,MNC,5.3,3,133.3,Coworking,5.8,5.8,7.9,High,86,No
26944,47,Other,Japan,Software Engineer,17,Large,5.3,5,61.2,Hybrid,8.2,0.8,6.0,Medium,75,No
26945,25,Female,Germany,HR,0,Large,4.6,4,114.8,Coworking,8.6,2.3,13.0,Medium,75,No
26946,49,Other,China,Manager,2,Large,8.3,7,88.4,Hybrid,8.9,3.2,8.6,High,100,No
26947,39,Female,Australia,Software Engineer,10,Medium,4.3,2,162.2,Home,7.4,5.1,6.2,High,89,No
26948,46,Female,USA,Designer,19,Large,8.0,7,193.8,Hybrid,6.5,0.9,11.9,Low,72,No
26949,47,Other,Australia,Software Engineer,19,Large,9.3,3,159.3,Office,4.4,0.0,12.5,Medium,57,Yes
26950,29,Female,UK,Data Analyst,3,Medium,5.9,7,114.1,Office,4.9,5.1,5.7,High,66,No
26951,24,Female,UK,Designer,1,Small,4.5,4,17.2,Coworking,7.8,1.3,7.5,Medium,66,No
26952,47,Female,India,Data Scientist,3,Medium,7.4,7,32.9,Coworking,6.8,5.1,11.9,Medium,74,No
26953,45,Female,India,Data Scientist,3,Small,5.1,6,170.0,Hybrid,5.7,3.8,11.3,Medium,66,No
26954,40,Other,India,Marketing,16,Small,6.8,1,124.3,Home,7.3,3.4,13.0,High,77,No
26955,53,Other,Canada,Software Developer,17,Small,8.2,7,36.8,Office,8.2,4.4,7.0,High,89,No
26956,52,Female,Japan,Designer,5,Medium,5.3,7,79.8,Hybrid,4.9,1.6,8.2,High,46,Yes
26957,23,Other,UK,Manager,1,MNC,8.5,0,158.8,Office,5.7,1.4,6.5,High,92,No
26958,48,Other,South Korea,Marketing,23,MNC,6.2,1,94.6,Coworking,7.8,4.5,13.9,High,89,No
26959,34,Other,USA,Marketing,4,Large,5.6,4,43.6,Office,5.4,2.0,10.1,Low,43,Yes
26960,49,Other,Australia,Manager,12,Small,5.3,2,54.8,Coworking,4.6,4.0,5.2,Low,58,Yes
26961,44,Male,Japan,Data Analyst,9,MNC,5.4,1,134.7,Office,6.3,5.4,8.1,Medium,81,No
26962,25,Other,UK,Marketing,3,Large,7.6,2,165.1,Hybrid,5.0,4.1,5.1,High,82,No
26963,38,Male,Japan,Software Developer,9,Small,7.5,0,149.6,Home,6.1,5.9,5.5,High,100,No
26964,25,Other,India,Designer,1,Small,7.4,7,56.1,Hybrid,8.3,0.5,13.5,Medium,63,No
26965,49,Other,Canada,Marketing,20,Small,7.9,4,18.3,Home,7.1,2.8,7.0,Medium,72,No
26966,44,Other,South Korea,Marketing,2,Small,8.1,5,31.0,Home,6.1,0.4,10.1,Low,49,Yes
26967,49,Other,Germany,Data Analyst,27,Small,8.5,7,60.0,Coworking,4.2,3.3,11.1,Low,55,Yes
26968,32,Male,Germany,Manager,5,Medium,9.8,0,26.8,Home,8.1,1.5,6.5,High,95,No
26969,33,Other,Japan,Manager,9,MNC,8.9,6,122.7,Home,4.5,3.0,12.7,Medium,63,No
26970,44,Other,UK,Software Developer,3,Large,4.8,0,153.4,Coworking,8.1,1.7,9.1,Low,92,No
26971,26,Female,Germany,Marketing,0,Medium,4.8,0,140.2,Hybrid,7.1,6.0,5.4,High,100,No
26972,26,Other,India,Data Analyst,4,Large,4.4,1,71.7,Home,6.8,2.9,7.7,High,76,No
26973,39,Female,South Korea,Data Scientist,9,Small,5.5,2,165.7,Coworking,6.4,5.3,6.0,Medium,86,No
26974,24,Female,Germany,Software Engineer,2,Medium,5.8,5,181.2,Home,8.8,5.5,13.4,Low,100,No
26975,37,Male,South Korea,HR,12,Large,9.0,4,198.3,Office,6.1,3.2,7.0,Low,94,No
26976,47,Other,India,Data Scientist,1,Large,9.5,7,48.5,Coworking,7.7,0.3,7.5,High,79,No
26977,34,Other,UK,Marketing,1,Medium,9.1,6,74.1,Home,6.8,1.5,11.6,High,73,No
26978,31,Male,UK,Marketing,2,Large,8.7,7,22.9,Hybrid,6.7,5.6,10.3,Medium,87,No
26979,41,Other,USA,Marketing,8,Large,9.5,1,192.8,Coworking,4.4,2.2,12.9,Low,72,No
26980,53,Other,China,Data Analyst,17,Small,8.4,3,16.0,Home,4.9,1.2,7.3,Low,63,No
26981,51,Male,Australia,HR,0,Medium,7.9,6,163.3,Office,4.3,5.4,9.3,Medium,77,No
26982,40,Male,South Korea,HR,18,Small,6.1,4,122.8,Hybrid,6.5,5.5,10.4,Low,80,No
26983,32,Female,UK,Data Analyst,10,Medium,9.4,3,58.9,Office,7.7,1.0,10.0,High,90,No
26984,50,Female,India,Software Engineer,17,Medium,4.6,2,60.0,Home,5.1,3.3,9.7,Low,46,Yes
26985,39,Other,South Korea,HR,5,Small,7.8,0,133.8,Hybrid,4.3,4.9,5.6,Medium,79,No
26986,37,Male,USA,Data Scientist,15,Large,8.9,6,65.5,Coworking,4.7,2.9,9.7,Medium,59,Yes
26987,49,Female,Germany,Software Developer,5,Small,4.3,3,75.5,Office,4.0,4.1,12.1,Medium,39,Yes
26988,50,Other,Australia,Software Developer,26,Large,7.2,5,25.5,Home,7.6,2.8,6.5,High,74,No
26989,43,Female,UK,Data Analyst,11,Small,8.2,7,64.7,Hybrid,4.0,0.1,12.4,High,39,Yes
26990,30,Male,Canada,Data Scientist,1,Medium,7.4,6,76.1,Coworking,4.5,1.6,5.7,High,51,Yes
26991,40,Male,Canada,HR,12,Large,6.5,7,109.3,Coworking,9.0,3.5,5.5,Low,98,No
26992,35,Male,Japan,Manager,8,Large,5.4,6,184.1,Home,7.5,3.3,7.2,High,90,No
26993,36,Female,Australia,Software Engineer,13,Medium,5.1,3,54.1,Coworking,5.8,1.2,8.3,High,52,Yes
26994,34,Other,China,Marketing,6,MNC,5.0,1,40.9,Home,7.6,1.8,12.8,Low,70,No
26995,41,Female,USA,Software Engineer,0,Medium,6.7,3,64.7,Home,8.4,0.8,7.2,Low,75,No
26996,29,Male,UK,HR,7,Small,5.2,0,157.8,Coworking,4.6,5.0,12.6,High,71,No
26997,25,Other,Canada,Marketing,3,Small,7.9,2,71.9,Home,5.0,0.5,9.4,High,57,Yes
26998,34,Male,UK,Data Scientist,6,Small,5.6,7,95.4,Coworking,8.3,2.2,7.2,High,75,No
26999,43,Male,South Korea,Manager,5,Small,7.7,0,171.3,Home,5.2,3.0,13.6,High,75,No
27000,26,Female,UK,Data Scientist,1,Medium,7.6,1,180.1,Office,4.8,5.5,9.3,High,82,No
27001,42,Female,USA,Marketing,5,MNC,7.9,6,77.6,Office,6.7,4.5,8.4,Medium,84,No
27002,29,Male,USA,Marketing,0,Small,6.5,3,61.1,Hybrid,8.9,5.1,13.3,Low,98,No
27003,46,Female,Germany,Manager,23,Small,4.5,0,40.4,Coworking,7.5,1.5,10.4,Low,61,No
27004,39,Other,Canada,Manager,13,Small,6.1,0,140.0,Home,8.4,3.9,13.0,Medium,96,No
27005,23,Female,India,Software Developer,0,Medium,9.7,7,45.4,Office,6.2,1.0,7.7,High,63,No
27006,41,Female,Japan,Data Analyst,4,Medium,9.1,3,99.8,Home,4.6,0.3,11.9,High,57,Yes
27007,32,Male,India,Software Engineer,2,Small,8.8,1,190.7,Hybrid,5.5,1.8,7.9,Low,82,No
27008,43,Female,USA,Marketing,6,MNC,4.6,6,16.1,Hybrid,4.9,3.2,8.9,High,35,Yes
27009,50,Male,South Korea,Manager,2,Large,7.2,6,194.9,Office,7.1,4.1,9.7,Medium,83,No
27010,28,Other,India,Software Developer,6,Small,7.0,0,142.1,Coworking,8.0,4.5,6.7,High,100,No
27011,26,Female,South Korea,Software Developer,4,Medium,9.1,5,26.9,Hybrid,5.1,3.1,9.1,Medium,60,No
27012,24,Other,India,HR,1,MNC,5.5,2,116.1,Hybrid,7.3,1.1,8.1,High,70,No
27013,40,Other,India,Manager,17,Small,9.7,3,138.3,Office,6.1,5.2,10.2,Low,94,No
27014,49,Female,Canada,Data Scientist,21,Medium,8.0,5,83.0,Home,8.1,0.4,9.0,High,84,No
27015,36,Other,Canada,Designer,4,Large,7.2,6,199.0,Coworking,7.3,5.0,10.0,Low,96,No
27016,25,Other,Germany,Data Analyst,0,Large,8.1,4,135.1,Office,7.5,3.1,13.9,High,90,No
27017,51,Other,Japan,Software Developer,8,Medium,9.7,2,67.3,Coworking,6.9,3.0,6.4,Low,98,No
27018,47,Other,China,HR,5,Small,7.5,0,110.2,Home,6.1,0.7,5.7,Low,73,No
27019,30,Other,South Korea,Marketing,0,Medium,5.6,1,107.0,Home,7.8,3.4,7.6,Medium,86,No
27020,46,Female,USA,HR,20,Large,6.2,4,48.8,Office,8.7,4.5,8.9,High,87,No
27021,34,Other,Australia,Designer,5,Large,4.1,1,27.7,Office,7.3,0.9,11.7,Medium,48,Yes
27022,32,Female,China,Designer,3,Medium,8.0,0,164.6,Office,8.5,1.3,8.4,Low,100,No
27023,32,Female,Canada,Software Developer,0,Medium,8.3,3,158.0,Hybrid,6.1,3.6,11.3,Medium,85,No
27024,48,Male,China,Software Engineer,21,Medium,9.3,1,150.6,Home,8.8,4.5,10.6,Medium,100,No
27025,42,Other,China,Data Scientist,10,Large,6.6,6,160.6,Home,4.8,5.5,5.9,High,71,No
27026,23,Other,Japan,HR,1,Medium,7.1,4,166.8,Office,5.3,3.7,7.8,High,74,No
27027,51,Other,USA,Software Engineer,11,Medium,5.7,4,119.0,Home,7.0,2.4,9.2,Low,78,No
27028,45,Male,UK,Data Analyst,16,Small,5.1,2,191.5,Office,4.1,1.0,8.5,High,57,Yes
27029,34,Female,India,Marketing,0,MNC,6.2,3,134.2,Home,7.3,3.8,5.5,Low,85,No
27030,31,Other,Canada,Manager,8,Large,7.2,2,73.5,Office,8.1,5.9,6.3,High,100,No
27031,37,Other,Japan,Software Engineer,15,Small,9.0,1,176.3,Coworking,8.5,0.3,11.0,High,100,No
27032,40,Other,Canada,Manager,5,Small,6.2,3,178.3,Home,6.9,4.5,9.7,Low,82,No
27033,44,Female,South Korea,Data Scientist,9,Large,8.5,7,112.6,Hybrid,6.6,0.8,12.2,Medium,65,No
27034,33,Male,UK,Manager,6,MNC,7.6,4,23.1,Coworking,7.4,3.3,13.0,Low,66,No
27035,49,Female,Japan,Designer,15,Medium,9.4,7,183.0,Hybrid,8.7,2.0,12.7,Medium,100,No
27036,34,Other,Canada,Designer,2,Large,7.6,2,128.4,Coworking,7.0,0.3,8.6,Medium,79,No
27037,22,Female,India,Data Analyst,1,Medium,4.3,4,67.8,Hybrid,7.8,4.9,13.3,Medium,74,No
27038,48,Male,India,HR,25,MNC,4.1,3,132.0,Office,6.8,5.1,10.1,Low,76,No
27039,32,Male,India,HR,7,Large,6.4,0,97.3,Home,6.1,1.9,13.3,Low,73,No
27040,28,Male,UK,Data Scientist,2,Medium,7.1,2,147.4,Home,6.4,2.7,12.4,Medium,83,No
27041,43,Other,South Korea,Designer,17,Large,7.8,3,10.1,Office,8.0,1.9,6.5,Medium,77,No
27042,51,Male,Japan,Manager,20,Small,8.2,0,43.0,Office,4.5,2.8,9.1,High,66,No
27043,34,Male,USA,Software Developer,5,Small,5.7,2,17.3,Hybrid,7.9,5.4,12.3,High,77,No
27044,45,Other,China,HR,10,Medium,5.7,7,189.8,Hybrid,4.1,5.3,5.0,Medium,72,No
27045,51,Female,Japan,Manager,9,Large,4.4,3,142.9,Hybrid,6.6,1.2,11.3,Medium,65,No
27046,30,Female,Australia,Manager,7,Small,9.3,3,197.2,Hybrid,8.6,3.5,7.0,Medium,100,No
27047,47,Female,Japan,Marketing,15,Medium,8.7,7,44.2,Office,4.8,2.6,6.2,High,58,Yes
27048,54,Female,Germany,Data Analyst,6,Large,6.2,1,186.0,Coworking,4.7,5.5,8.5,Medium,80,No
27049,52,Female,Germany,Designer,18,Large,8.1,6,150.5,Office,7.6,2.8,6.0,Medium,87,No
27050,44,Male,India,Software Developer,12,MNC,7.9,5,73.3,Coworking,7.2,0.8,9.1,Low,73,No
27051,53,Male,Australia,Manager,7,MNC,8.5,7,108.4,Home,8.3,2.8,12.4,Low,83,No
27052,52,Male,Australia,HR,2,Small,9.5,2,136.1,Home,8.6,4.5,6.6,High,100,No
27053,43,Male,Australia,Software Developer,15,Small,4.6,2,35.6,Home,4.7,2.3,13.9,Medium,43,Yes
27054,24,Female,USA,Software Developer,1,Large,8.5,0,91.3,Office,4.1,1.5,10.2,High,59,Yes
27055,53,Other,UK,Software Developer,0,Small,9.4,3,160.7,Home,4.9,0.7,7.9,High,80,No
27056,30,Female,Germany,Software Developer,1,Small,9.9,1,159.5,Hybrid,4.5,0.5,9.7,Low,77,No
27057,42,Female,India,Designer,12,Small,9.0,0,198.1,Hybrid,4.4,2.3,6.4,Medium,90,No
27058,52,Other,Canada,Manager,15,MNC,5.2,1,124.2,Hybrid,6.7,5.6,12.7,Medium,83,No
27059,33,Female,Japan,Data Analyst,2,Small,9.0,4,149.3,Coworking,7.3,5.5,7.2,Low,100,No
27060,44,Female,Germany,Data Scientist,8,Small,8.1,1,194.5,Home,4.2,4.4,14.0,Medium,79,No
27061,26,Male,Canada,Software Engineer,1,MNC,6.1,5,45.6,Coworking,6.9,3.1,12.9,High,58,Yes
27062,39,Male,Japan,Software Engineer,9,Small,8.8,6,124.9,Hybrid,7.8,5.3,10.7,Low,95,No
27063,41,Male,China,Designer,19,Large,6.0,6,129.7,Coworking,6.0,2.3,12.9,Medium,54,Yes
27064,46,Male,USA,Data Analyst,14,Large,4.6,6,93.8,Office,6.3,1.7,13.4,Low,44,Yes
27065,52,Female,Canada,Designer,22,Large,4.3,6,177.7,Home,6.7,2.6,5.0,Medium,65,No
27066,49,Female,Germany,HR,4,MNC,9.8,7,184.7,Home,8.4,5.1,9.2,Medium,100,No
27067,53,Female,India,Marketing,24,Medium,8.8,4,19.4,Coworking,6.0,5.5,5.3,Medium,84,No
27068,43,Other,Japan,HR,9,Small,9.6,1,120.7,Home,5.5,2.6,13.9,Medium,84,No
27069,33,Female,Japan,Marketing,11,MNC,4.0,2,196.3,Home,4.4,0.7,13.2,Medium,47,Yes
27070,53,Other,India,Data Scientist,20,Medium,9.2,3,172.9,Home,8.9,5.5,7.1,Low,100,No
27071,22,Male,South Korea,Data Scientist,1,Large,8.4,0,178.3,Office,5.4,4.7,6.2,Medium,96,No
27072,50,Other,China,Software Engineer,15,Small,4.4,2,74.8,Home,6.5,5.5,13.1,Low,60,No
27073,40,Male,USA,Software Engineer,16,Small,9.4,0,72.8,Coworking,4.2,2.2,5.0,High,79,No
27074,23,Male,China,Software Developer,0,Large,5.9,5,127.3,Coworking,7.6,1.1,10.4,Low,71,No
27075,24,Female,USA,Designer,1,MNC,9.3,4,52.3,Coworking,7.8,2.1,10.9,Medium,85,No
27076,33,Female,India,Manager,3,Small,6.8,2,178.5,Hybrid,8.2,3.0,11.8,Medium,94,No
27077,44,Other,Canada,Manager,2,MNC,7.1,6,57.1,Office,6.9,2.9,11.5,Low,64,No
27078,34,Female,China,Designer,4,MNC,9.8,3,15.5,Office,4.2,1.5,9.0,Medium,53,Yes
27079,24,Male,USA,Data Analyst,1,Small,5.3,6,12.1,Coworking,7.7,3.4,9.3,High,59,Yes
27080,38,Other,UK,Data Analyst,12,Large,7.5,7,39.2,Coworking,6.4,0.5,8.5,Low,54,Yes
27081,35,Female,Australia,HR,11,Medium,7.3,3,37.2,Coworking,6.4,0.8,6.0,Medium,61,No
27082,26,Other,Japan,Software Engineer,3,Large,7.2,7,39.3,Coworking,8.8,3.7,7.3,Medium,95,No
27083,41,Male,China,Manager,16,Large,9.9,7,27.5,Office,4.5,3.7,5.3,High,63,No
27084,33,Female,Australia,Data Analyst,4,Small,4.9,4,96.2,Home,7.4,0.8,10.3,Low,57,Yes
27085,35,Female,Germany,Software Developer,5,MNC,8.9,0,130.3,Hybrid,6.5,2.7,7.3,Low,93,No
27086,32,Male,Canada,Designer,6,MNC,6.2,7,129.8,Home,8.4,3.6,8.1,High,80,No
27087,50,Male,Australia,Designer,1,MNC,9.9,2,67.9,Hybrid,4.3,2.9,6.5,Low,80,No
27088,46,Female,South Korea,Marketing,1,Medium,9.5,4,138.1,Hybrid,5.9,1.3,12.4,Medium,72,No
27089,41,Female,India,Designer,1,Small,8.6,6,176.8,Office,4.5,3.4,11.8,Low,69,No
27090,43,Male,USA,HR,17,Medium,5.8,0,139.7,Home,7.4,0.6,6.5,Low,83,No
27091,22,Female,Australia,Software Developer,1,Large,7.5,0,15.4,Hybrid,6.2,1.1,10.3,Medium,63,No
27092,50,Other,USA,Data Scientist,11,Large,4.4,7,16.5,Home,6.3,0.2,8.1,Low,34,Yes
27093,29,Other,Germany,Designer,7,MNC,7.7,3,130.2,Home,8.8,1.7,11.8,Low,97,No
27094,35,Female,South Korea,Designer,1,MNC,6.9,6,189.2,Office,8.4,4.1,7.3,Low,95,No
27095,22,Other,Japan,Manager,1,Medium,5.7,3,141.6,Coworking,8.8,3.5,7.2,High,100,No
27096,23,Female,Germany,Manager,1,MNC,5.2,1,78.0,Office,7.6,3.1,8.6,Medium,76,No
27097,54,Female,Australia,HR,4,Large,9.6,6,198.9,Coworking,5.5,1.0,12.4,Low,77,No
27098,32,Other,India,Manager,1,Small,8.1,6,190.6,Hybrid,7.3,5.2,10.5,High,100,No
27099,33,Female,South Korea,Manager,3,Small,6.9,7,29.0,Coworking,5.9,4.1,5.5,High,63,No
27100,43,Female,Canada,Software Engineer,16,Small,7.7,6,69.5,Office,4.1,0.3,10.2,Medium,40,Yes
27101,40,Other,USA,Marketing,6,Small,4.4,7,41.9,Home,4.6,2.6,12.2,Medium,30,Yes
27102,53,Other,China,Software Developer,28,Medium,7.6,4,193.3,Coworking,7.7,5.4,8.5,Medium,100,No
27103,39,Male,Canada,Data Analyst,0,Medium,9.4,1,125.9,Coworking,5.5,0.2,5.3,Low,79,No
27104,47,Male,Australia,Software Developer,9,MNC,9.8,1,165.4,Home,4.3,0.5,6.8,Low,73,No
27105,40,Male,Canada,Data Analyst,10,Small,6.1,4,48.3,Coworking,4.3,2.2,5.6,Medium,52,Yes
27106,45,Other,Canada,Marketing,7,MNC,6.1,7,16.0,Home,7.8,2.0,7.6,Low,66,No
27107,23,Female,India,HR,0,Medium,6.0,1,152.5,Home,5.7,0.9,12.7,Low,63,No
27108,46,Other,Canada,Software Developer,9,Small,6.9,4,76.9,Office,4.2,0.5,13.3,Medium,36,Yes
27109,33,Other,South Korea,Software Engineer,8,Medium,5.3,7,168.1,Coworking,5.2,0.1,6.3,Low,55,Yes
27110,48,Male,USA,Manager,5,Large,9.8,3,40.4,Office,8.4,0.8,13.8,Low,89,No
27111,32,Male,Australia,Manager,0,MNC,4.8,0,109.3,Office,6.6,1.9,5.1,High,82,No
27112,29,Male,China,Data Scientist,3,Medium,6.6,5,109.9,Hybrid,7.4,3.6,5.1,Medium,81,No
27113,30,Male,Australia,Designer,8,MNC,5.8,2,156.3,Home,5.3,3.0,10.6,High,65,No
27114,34,Male,UK,Manager,8,Large,6.8,0,65.5,Home,4.7,1.9,10.5,Low,51,Yes
27115,54,Male,Canada,HR,28,MNC,9.0,4,44.5,Coworking,9.0,5.3,14.0,Low,100,No
27116,39,Male,Canada,HR,7,Medium,6.9,6,141.6,Coworking,4.2,4.7,9.9,High,59,Yes
27117,39,Female,Canada,Manager,12,Large,6.3,3,151.6,Office,4.5,2.8,6.8,High,72,No
27118,24,Female,India,Software Engineer,0,MNC,7.6,3,28.1,Hybrid,5.1,2.6,8.3,High,64,No
27119,22,Other,Canada,Software Developer,0,Small,6.7,0,15.9,Coworking,5.4,0.7,9.6,High,56,Yes
27120,30,Other,Australia,Software Engineer,8,Large,9.1,7,57.8,Coworking,8.0,5.3,11.7,High,90,No
27121,23,Other,India,Software Developer,1,Large,6.8,5,112.7,Hybrid,4.5,1.4,8.3,Medium,50,Yes
27122,45,Male,USA,Manager,21,Medium,4.1,1,140.8,Hybrid,4.6,3.8,12.9,Low,50,Yes
27123,51,Other,China,Manager,18,Small,6.5,6,24.1,Hybrid,7.7,5.6,10.3,Low,74,No
27124,24,Male,USA,Designer,2,Large,4.0,4,54.6,Office,8.5,4.7,8.8,Low,84,No
27125,45,Male,Australia,Data Scientist,13,Large,4.2,6,120.2,Office,5.2,5.2,6.5,Low,63,No
27126,51,Male,Australia,Manager,2,MNC,7.1,4,90.1,Home,6.7,4.3,7.4,High,83,No
27127,48,Male,Japan,Marketing,2,Large,9.1,4,146.6,Office,6.3,1.8,13.0,High,73,No
27128,29,Female,USA,Data Scientist,6,Large,7.6,0,142.4,Coworking,6.9,2.4,11.5,Low,80,No
27129,41,Male,China,Data Analyst,5,MNC,8.4,7,131.6,Home,8.8,1.8,13.4,High,80,No
27130,38,Female,USA,Manager,2,Small,9.2,2,37.7,Home,5.5,0.1,11.0,High,57,Yes
27131,45,Other,USA,Data Analyst,12,Small,9.6,2,155.0,Office,4.9,1.8,13.1,Low,80,No
27132,45,Female,Australia,Designer,2,MNC,7.4,5,133.3,Hybrid,6.3,5.1,5.6,Low,94,No
27133,23,Female,UK,Data Analyst,0,Small,9.7,2,94.6,Home,4.5,4.5,8.9,Low,80,No
27134,36,Other,Canada,Data Analyst,1,Medium,9.7,3,176.6,Office,7.7,3.8,13.6,Medium,100,No
27135,22,Other,South Korea,HR,0,Large,7.9,3,113.3,Home,5.8,3.6,11.5,Medium,83,No
27136,36,Female,Germany,Manager,1,Large,5.0,4,132.0,Office,8.3,4.4,8.4,Medium,96,No
27137,33,Male,Japan,Data Scientist,1,Medium,7.2,7,114.4,Office,9.0,3.9,6.7,Medium,100,No
27138,33,Female,USA,Data Analyst,10,Large,6.7,7,180.6,Coworking,5.1,1.3,7.5,High,53,Yes
27139,38,Other,China,Software Engineer,14,Medium,4.6,6,169.8,Home,6.8,4.6,9.0,High,77,No
27140,40,Male,South Korea,Software Developer,4,Small,6.8,0,156.8,Office,4.6,3.0,13.6,Low,73,No
27141,50,Female,India,Manager,12,Medium,7.3,4,53.8,Hybrid,8.6,2.6,8.1,Low,81,No
27142,47,Female,Japan,Manager,12,Medium,4.2,6,188.2,Hybrid,6.6,2.1,9.6,High,60,No
27143,52,Other,UK,Software Developer,20,Large,7.5,2,84.4,Office,8.9,0.9,9.1,High,86,No
27144,33,Female,UK,Designer,9,Small,4.5,2,118.8,Coworking,5.8,3.1,6.8,High,59,Yes
